Prise en compte;Code INSEE Commune Nouvelle;Nom Commune Nouvelle Siège;Code INSEE Commune Déléguée (non actif);Nom Commune Déléguée;Adresse 2016 - Code INSEE;Adresse 2016 - L6 Code Postal;Adresse 2016 - L6 Libellé Acheminement;Adresse 2016 - Ligne 5 Commune déléguée;Adresse 2016 - Code INSEE associé à la L5;Adresse 2015 - Code INSEE;Adresse 2015 - L6 Code Postal;Adresse 2015 - Libellé Acheminement;Adresse 2015 - L5;Adresse 2015 - Code INSEE Associé à la L5
FÉVRIER 2016;39286;Lavans-lès-Saint-Claude;39286;Lavans-lès-Saint-Claude;;;LAVANS LES ST CLAUDE;;;;;LAVANS LES ST CLAUDE;;
FÉVRIER 2016;39329;Mièges;39329;Mièges;;;MIEGES;;;;;MIEGES;;
DÉCEMBRE 2016;44029;Divatte-sur-Loire;44029;Chapelle-Basse-Mer (La);;;DIVATTE SUR LOIRE;LA CHAPELLE BASSE MER;;;;LA CHAPELLE BASSE MER;;
DÉCEMBRE 2016;45051;Bray-Saint-Aignan;45267;Saint-Aignan-des-Gués;;;BRAY ST AIGNAN;ST AIGNAN DES GUES;;;;ST AIGNAN DES GUES;;
FÉVRIER 2016;42039;Chalmazel-Jeansagnière;42114;Jeansagnière;;;CHALMAZEL JEANSAGNIERE;JEANSAGNIERE;;;;JEANSAGNIERE;;
DÉCEMBRE 2016;41173;Beauce la Romaine;41183;Prénouvellon;;;BEAUCE LA ROMAINE;PRENOUVELLON;;;;PRENOUVELLON;;
FÉVRIER 2016;42039;Chalmazel-Jeansagnière;42039;Chalmazel;;;CHALMAZEL JEANSAGNIERE;CHALMAZEL;;;;CHALMAZEL;;
DÉCEMBRE 2016;41171;Oucques la Nouvelle;41011;Baigneaux;;;OUCQUES LA NOUVELLE;BAIGNEAUX;;;;BAIGNEAUX;;
DÉCEMBRE 2016;45051;Bray-Saint-Aignan;45051;Bray-en-Val;;;BRAY ST AIGNAN;BRAY EN VAL;;;;BRAY EN VAL;;
DÉCEMBRE 2016;41167;Veuzain-sur-Loire;41272;Veuves;;;VEUZAIN SUR LOIRE;VEUVES;;;;VEUVES;;
DÉCEMBRE 2016;41167;Veuzain-sur-Loire;41167;Onzain;;;VEUZAIN SUR LOIRE;ONZAIN;;;;ONZAIN;;
FÉVRIER 2016;43245;Thoras;43245;Thoras;;;THORAS;;;;;THORAS;;
DÉCEMBRE 2016;48146;Gorges du Tarn Causses;48146;Sainte-Enimie;;;GORGES DU TARN CAUSSES;PRADES;;;;STE ENIMIE;PRADES;
DÉCEMBRE 2016;48116;Pont de Montvert - Sud Mont Lozère;48116;Pont-de-Montvert (Le);;;PONT DE MONTVERT SUD MONT LOZERE;LE PONT DE MONTVERT;;;;LE PONT DE MONTVERT;;
DÉCEMBRE 2016;48139;Saint Bonnet-Laval;48139;Saint-Bonnet-de-Montauroux;;;ST BONNET LAVAL;ST BONNET DE MONTAUROUX;;;;ST BONNET DE MONTAUROUX;;
DÉCEMBRE 2016;49003;Tuffalun;49230;Noyant-la-Plaine;;;TUFFALUN;NOYANT LA PLAINE;;;;NOYANT LA PLAINE;;
FÉVRIER 2016;49018;Baugé-en-Anjou;49079;Chartrené;;;BAUGE EN ANJOU;CHARTRENE;;;;CHARTRENE;;
OCTOBRE 2017;88029;Vôge-les-Bains (La);88234;Harsault;;;LA VOGE LES BAINS;LA FORGE DE THUNIMONT;;;;HARSAULT;LA FORGE DE THUNIMONT;
DÉCEMBRE 2016;85152;Achards (Les);85052;La Chapelle-Achard;;;LES ACHARDS;LA CHAPELLE ACHARD;;;;LA CHAPELLE ACHARD;;
JANVIER 2016;89086;Charny Orée de Puisaye;89317;Prunoy;;;CHARNY OREE DE PUISAYE;PRUNOY;;;;PRUNOY;;
DÉCEMBRE 2016;81218;Puygouzon;81113;Labastide-Dénat;;;PUYGOUZON;LABASTIDE DENAT;;;;LABASTIDE DENAT;;
DÉCEMBRE 2016;86281;Saint Martin la Pallu;86030;Blaslay;;;ST MARTIN LA PALLU;BLASLAY;;;;BLASLAY;;
FÉVRIER 2016;85080;Doix lès Fontaines;85091;Fontaines;;;DOIX LES FONTAINES;FONTAINES;;;;FONTAINES;;
FÉVRIER 2016;88218;Granges-Aumontzey;88018;Aumontzey;;;GRANGES AUMONTZEY;AUMONTZEY;;;;AUMONTZEY;;
DÉCEMBRE 2016;89130;Deux Rivières;89130;Cravant;;;DEUX RIVIERES;CRAVANT;;;;CRAVANT;;
DÉCEMBRE 2016;81062;Fontrieu;81091;Ferrières;;;FONTRIEU;FERRIERES;;;;FERRIERES;;
JANVIER 2016;89196;Valravillon;89196;Guerchy;;;VALRAVILLON;GUERCHY;;;;GUERCHY;;
FÉVRIER 2016;79280;Saint Maurice Étusson;79280;Saint-Maurice-la-Fougereuse;;;ST MAURICE ETUSSON;ST MAURICE LA FOUGEREUSE;;;;ST MAURICE LA FOUGEREUSE;;
DÉCEMBRE 2017;79078;Plaine-d'Argenson;79078;Prissé-la-Charrière;;;PLAINE D ARGENSON;PRISSE LA CHARRIERE;;;;PRISSE LA CHARRIERE;;
DÉCEMBRE 2016;76618;Petit-Caux;76618;Saint-Martin-en-Campagne;;;PETIT CAUX;ST MARTIN EN CAMPAGNE;;;;ST MARTIN EN CAMPAGNE;;
DÉCEMBRE 2016;76618;Petit-Caux;76704;Tourville-la-Chapelle;;;PETIT CAUX;TOURVILLE LA CHAPELLE;;;;TOURVILLE LA CHAPELLE;;
MARS 2016;77316;Moret Loing et Orvanne *;77299;Montarlot;;;MORET LOING ET ORVANNE;MONTARLOT;;;;MONTARLOT;;
FÉVRIER 2016;79280;Saint Maurice Étusson;79113;Étusson;;;ST MAURICE ETUSSON;ETUSSON;;;;ETUSSON;;
FÉVRIER 2016;81026;Bellegarde-Marsal;81026;Bellegarde;;;BELLEGARDE MARSAL;BELLEGARDE;;;;BELLEGARDE;;
DÉCEMBRE 2016;79013;Argentonnay;79099;Coudre (La);;;ARGENTONNAY;LA COUDRE;;;;LA COUDRE;;
DÉCEMBRE 2016;79013;Argentonnay;79333;Ulcot;;;ARGENTONNAY;ULCOT;;;;ULCOT;;
DÉCEMBRE 2017;79078;Plaine-d'Argenson*;79078;Prissé-la-Charrière;;;;;;;;PRISSE LA CHARRIERE;LA CHARRIERE;
FÉVRIER 2016;89388;Sépeaux-Saint Romain;89366;Saint-Romain-le-Preux;;;SEPEAUX ST ROMAIN;ST ROMAIN LE PREUX;;;;ST ROMAIN LE PREUX;;
DÉCEMBRE 2016;01095;Nivigne et Suran;01095;Chavannes-sur-Suran;01095;01250;NIVIGNE ET SURAN;CHAVANNES SUR SURAN;;01095;01250;CHAVANNES SUR SURAN;;
DÉCEMBRE 2016;01015;Arboys en Bugey;01015;Arbignieu;01015;01300;ARBOYS EN BUGEY;ARBIGNIEU;;01015;01300;ARBIGNIEU;;
FÉVRIER 2016;01080;Champdor-Corcelles;01080;Champdor;01080;01110;CHAMPDOR CORCELLES;CHAMPDOR;;01080;01110;CHAMPDOR;;
DÉCEMBRE 2016;14011;Aurseulles;14376;Longraye;14011;14250;AURSEULLES;LONGRAYE;14376;14376;14250;LONGRAYE;;
FÉVRIER 2016;14037;Malherbe-sur-Ajon;14037;Banneville-sur-Ajon;14037;14260;MALHERBE SUR AJON;BANNEVILLE SUR AJON;;14037;14260;BANNEVILLE SUR AJON;;
FÉVRIER 2016;14014;Colomby-Anguerny;14014;Anguerny;14014;14610;COLOMBY ANGUERNY;ANGUERNY;;14014;14610;ANGUERNY;;
DÉCEMBRE 2016;14143;Caumont-sur-Aure;14372;Livry;14143;14240;CAUMONT SUR AURE;PARFOURU L ECLIN;14490;14372;14240;LIVRY;PARFOURU L ECLIN;14490
FÉVRIER 2016;14061;Souleuvre en Bocage;14629;Saint-Martin-des-Besaces;14061;14350;SOULEUVRE EN BOCAGE;ST MARTIN DES BESACES;14629;14629;14350;ST MARTIN DES BESACES;;
FÉVRIER 2016;14061;Souleuvre en Bocage;14636;Saint-Ouen-des-Besaces;14061;14350;SOULEUVRE EN BOCAGE;ST OUEN DES BESACES;14636;14636;14350;ST OUEN DES BESACES;;
FÉVRIER 2016;14061;Souleuvre en Bocage;14632;Saint-Martin-Don;14061;14350;SOULEUVRE EN BOCAGE;ST MARTIN DON;14632;14632;14350;ST MARTIN DON;;
DÉCEMBRE 2016;14143;Caumont-sur-Aure;14722;La Vacquerie;14143;14240;CAUMONT SUR AURE;LA VACQUERIE;14722;14722;14240;LA VACQUERIE;;
DÉCEMBRE 2016;14098;Thue et Mue;14423;Le Mesnil-Patry;14098;14740;THUE ET MUE;LE MESNIL PATRY;14423;14423;14740;LE MESNIL PATRY;;
DÉCEMBRE 2016;14098;Thue et Mue;14157;Cheux;14098;14210;THUE ET MUE;CHEUX;14157;14157;14210;CHEUX;;
FÉVRIER 2016;14371;Livarot-Pays-d'Auge;14615;Sainte-Marguerite-des-Loges;14371;14140;LIVAROT PAYS D AUGE;STE MARGUERITE DES LOGES;14615;14615;14140;STE MARGUERITE DES LOGES;;
FÉVRIER 2016;14371;Livarot-Pays-d'Auge;14155;Cheffreville-Tonnencourt;14371;14140;LIVAROT PAYS D AUGE;CHEFFREVILLE TONNENCOURT;14155;14155;14140;CHEFFREVILLE TONNENCOURT;;
FÉVRIER 2016;14371;Livarot-Pays-d'Auge;14471;Notre-Dame-de-Courson;14371;14140;LIVAROT PAYS D AUGE;NOTRE DAME DE COURSON;14471;14471;14140;NOTRE DAME DE COURSON;;
OCTOBRE 2017;14357;Terres de Druance;14662;Saint-Vigor-des-Mézerets;14357;14770;TERRES DE DRUANCE;ST VIGOR DES MEZERETS;14662;14662;14770;ST VIGOR DES MEZERETS;;
FÉVRIER 2016;14371;Livarot-Pays-d'Auge;14638;Saint-Ouen-le-Houx;14371;14140;LIVAROT PAYS D AUGE;ST OUEN LE HOUX;14638;14638;14140;ST OUEN LE HOUX;;
DÉCEMBRE 2016;14281;Formigny La Bataille;14004;Aignerville;14281;14710;FORMIGNY LA BATAILLE;AIGNERVILLE;14004;14004;14710;AIGNERVILLE;;
DÉCEMBRE 2016;14406;Moulins en Bessin;14186;Coulombs;14406;14480;MOULINS EN BESSIN;COULOMBS;14186;14186;14480;COULOMBS;;
FÉVRIER 2016;14371;Livarot-Pays-d'Auge;14058;Bellou;14371;14140;LIVAROT PAYS D AUGE;BELLOU;14058;14058;14140;BELLOU;;
DÉCEMBRE 2016;14406;Moulins en Bessin;14212;Cully;14406;14480;MOULINS EN BESSIN;CULLY;14212;14212;14480;CULLY;;
FÉVRIER 2016;14174;Condé-en-Normandie;14174;Condé-sur-Noireau;14174;14110;CONDE EN NORMANDIE;CONDE SUR NOIREAU;;14174;14110;CONDE SUR NOIREAU;;
DÉCEMBRE 2016;14475;Val d’Arry;14475;Noyers-Missy;14475;14210;VAL D ARRY;MISSY;14432;14475;14210;NOYERS MISSY;MISSY;14432
FÉVRIER 2016;14570;Valorbiquet;14647;Saint-Pierre-de-Mailloc;14570;14290;VALORBIQUET;ST PIERRE DE MAILLOC;14647;14647;14290;ST PIERRE DE MAILLOC;;
FÉVRIER 2016;14570;Valorbiquet;14154;Chapelle-Yvon (La);14570;14290;VALORBIQUET;LA CHAPELLE YVON;14154;14154;14290;LA CHAPELLE YVON;;
OCTOBRE 2017;14654;Saint-Pierre-en-Auge;14450;Montviette;14654;14140;ST PIERRE EN AUGE;MONTVIETTE;14450;14450;14140;MONTVIETTE;;
DÉCEMBRE 2016;14475;Val d’Arry;14475;Noyers-Missy;14475;14210;VAL D ARRY;NOYERS BOCAGE;;14475;14210;NOYERS MISSY;NOYERS BOCAGE;
OCTOBRE 2017;14579;Seulline;14579;Seulline;14579;14260;SEULLINE;ST GEORGES D AUNAY;;14579;14260;SEULLINE;ST GEORGES D AUNAY;
FÉVRIER 2016;14543;Rots;14356;Lasson;14543;14740;ROTS;LASSON;14356;14356;14740;LASSON;;
FÉVRIER 2016;14579;Seulline *;14579;Saint-Georges-d'Aunay;14579;14260;SEULLINE;ST GEORGES D AUNAY;;14579;14260;ST GEORGES D AUNAY;;
FÉVRIER 2016;14762;Vire Normandie;14584;Saint-Germain-de-Tallevende-la-Lande-Vaumont;;;VIRE NORMANDIE;LA LANDE VAUMONT;;;;ST GERMAIN DE TALLEVENDE;LA LANDE VAUMONT;
FÉVRIER 2016;14726;Valdalliere;14564;Saint-Charles-de-Percy;;;VALDALLIERE;ST CHARLES DE PERCY;;;;ST CHARLES DE PERCY;;
FÉVRIER 2016;14762;Vire Normandie;14718;Truttemer-le-Petit;;;VIRE NORMANDIE;TRUTTEMER LE PETIT;;;;TRUTTEMER LE PETIT;;
FÉVRIER 2016;14726;Valdalliere;14539;Rocque (La);;;VALDALLIERE;LA ROCQUE;;;;LA ROCQUE;;
FÉVRIER 2016;14762;Vire Normandie;14730;Vaudry;;;VIRE NORMANDIE;VAUDRY;;;;VAUDRY;;
FÉVRIER 2016;14726;Valdalliere;14503;Pierres;;;VALDALLIERE;PIERRES;;;;PIERRES;;
FÉVRIER 2016;14726;Valdalliere;14521;Presles;;;VALDALLIERE;PRESLES;;;;PRESLES;;
FÉVRIER 2016;14726;Valdalliere;14113;Burcy;;;VALDALLIERE;BURCY;;;;BURCY;;
DÉCEMBRE 2016;16046;Côteaux du blanzacais;16115;Cressac-saint-genis;;;COTEAUX DU BLANZACAIS;CRESSAC ST GENIS;;;;CRESSAC ST GENIS;;
DÉCEMBRE 2016;16082;Boisné-La Tude;16172;Juillaguet;;;BOISNE LA TUDE;JUILLAGUET;;;;JUILLAGUET;;
DÉCEMBRE 2016;16175;Val des Vignes;16021;Aubeville;;;VAL DES VIGNES;AUBEVILLE;;;;AUBEVILLE;;
DÉCEMBRE 2016;16082;Boisné-La Tude;16092;Chavenat;;;BOISNE LA TUDE;CHAVENAT;;;;CHAVENAT;;
DÉCEMBRE 2016;16175;Val des Vignes;16175;Jurignac;;;VAL DES VIGNES;JURIGNAC;;;;JURIGNAC;;
FÉVRIER 2016;16224;Montmérac;16224;Montchaude;;;MONTMERAC;MONTCHAUDE;;;;MONTCHAUDE;;
DÉCEMBRE 2016;16204;Bellevigne;16204;Malaville;;;BELLEVIGNE;MALAVILLE;;;;MALAVILLE;;
FÉVRIER 2016;16106;Confolens;16106;Confolens;;;CONFOLENS;;;;;CONFOLENS;;
FÉVRIER 2016;22093;Lamballe;22093;Lamballe;;;LAMBALLE;MAROUE;;;;LAMBALLE;MAROUE;
DÉCEMBRE 2016;24026;Bassillac et Auberoche;24270;Milhac-d'Auberoche;;;BASSILLAC ET AUBEROCHE;MILHAC D AUBEROCHE;;;;MILHAC D AUBEROCHE;;
FÉVRIER 2016;22203;Ploeuc-L'Hermitage;22203;Plœuc-sur-Lié;;;PLOEUC L HERMITAGE;PLOEUC SUR LIE;;;;PLOEUC SUR LIE;;
DÉCEMBRE 2016;24026;Bassillac et Auberoche;24103;Le Change;;;BASSILLAC ET AUBEROCHE;LE CHANGE;;;;LE CHANGE;;
DÉCEMBRE 2016;24026;Bassillac et Auberoche;24026;Bassillac;;;BASSILLAC ET AUBEROCHE;BASSILLAC;;;;BASSILLAC;;
DÉCEMBRE 2016;22107;Bon Repos sur Blavet;22107;Laniscat;;;BON REPOS SUR BLAVET;LANISCAT;;;;LANISCAT;;
OCTOBRE 2018;22183;Plémet;22058;Ferrière (La);;;PLEMET;LA FERRIERE;;;;LA FERRIERE;;
FÉVRIER 2016;23149;Parsac-Rimondeix;23149;Parsac;;;PARSAC RIMONDEIX;PARSAC;;;;PARSAC;;
FÉVRIER 2016;22093;Lamballe;22093;Lamballe;;;LAMBALLE;;;;;LAMBALLE;;
DÉCEMBRE 2016;46063;Castelnau Montratier-Sainte Alauzie;46063;Castelnau-Montratier;;;CASTELNAU MONTRATIER STE ALAUZIE;CASTELNAU MONTRATIER;;;;CASTELNAU MONTRATIER;;
DÉCEMBRE 2016;48027;Mont Lozère et Goulet;48164;Saint-Julien-du-Tournel;;;MONT LOZERE ET GOULET;ST JULIEN DU TOURNEL;;;;ST JULIEN DU TOURNEL;;
DÉCEMBRE 2016;48009;Peyre en Aubrac;48183;Saint-Sauveur-de-Peyre;;;PEYRE EN AUBRAC;ST SAUVEUR DE PEYRE;;;;ST SAUVEUR DE PEYRE;;
DÉCEMBRE 2016;45191;Malesherbois (Le);45236;Orveau-Bellesauve;;;LE MALESHERBOIS;ORVEAU BELLESAUVE;;;;ORVEAU BELLESAUVE;;
DÉCEMBRE 2016;48027;Mont Lozère et Goulet;48040;Chasseradès;;;MONT LOZERE ET GOULET;CHASSERADES;;;;CHASSERADES;;
FÉVRIER 2016;46201;Montcuq-en-Quercy-Blanc;46261;Sainte-Croix;;;MONTCUQ EN QUERCY BLANC;STE CROIX;;;;STE CROIX;;
DÉCEMBRE 2016;45191;Malesherbois (Le);45106;Coudray;;;LE MALESHERBOIS;COUDRAY;;;;COUDRAY;;
DÉCEMBRE 2016;48009;Peyre en Aubrac;48076;Javols;;;PEYRE EN AUBRAC;JAVOLS;;;;JAVOLS;;
FÉVRIER 2016;48050;Bedoues-Cocures;48022;Bédouès;;;BEDOUES COCURES;BEDOUES;;;;BEDOUES;;
FÉVRIER 2016;48050;Bedoues-Cocures;48050;Cocurès;;;BEDOUES COCURES;COCURES;;;;COCURES;;
DÉCEMBRE 2016;48146;Gorges du Tarn Causses;48122;Quézac;;;GORGES DU TARN CAUSSES;BLAJOUX;;;;QUEZAC;BLAJOUX;
DÉCEMBRE 2016;48116;Pont de Montvert - Sud Mont Lozère;48066;Fraissinet-de-Lozère;;;PONT DE MONTVERT SUD MONT LOZERE;FRAISSINET DE LOZERE;;;;FRAISSINET DE LOZERE;;
OCTOBRE 2017;48094;Massegros Causses Gorges;48154;Saint-Georges-de-Lévéjac;;;MASSEGROS CAUSSES GORGES;ST GEORGES DE LEVEJAC;;;;ST GEORGES DE LEVEJAC;;
FÉVRIER 2016;48099;Bourgs sur Colagne;48099;Monastier-Pin-Moriès (Le);;;BOURGS SUR COLAGNE;LE MONASTIER PIN MORIES;;;;LE MONASTIER PIN MORIES;;
DÉCEMBRE 2016;48166;Cans et Cévennes;48166;Saint-Laurent-de-Trèves;;;CANS ET CEVENNES;ST LAURENT DE TREVES;;;;ST LAURENT DE TREVES;;
DÉCEMBRE 2016;48146;Gorges du Tarn Causses;48146;Sainte-Enimie;;;GORGES DU TARN CAUSSES;STE ENIMIE;;;;STE ENIMIE;;
DÉCEMBRE 2016;49003;Tuffalun;49003;Ambillou-Château;;;TUFFALUN;AMBILLOU CHATEAU;;;;AMBILLOU CHATEAU;;
DÉCEMBRE 2016;49003;Tuffalun;49181;Louerre;;;TUFFALUN;LOUERRE;;;;LOUERRE;;
OCTOBRE 2017;52140;Colombey-les-Deux-Églises;52140;Colombey-les-Deux-Églises;;;COLOMBEY LES DEUX EGLISES;LAVILLENEUVE AUX FRESNES;;;;COLOMBEY LES DEUX EGLISES;LAVILLENEUVE AUX FRESNES;
OCTOBRE 2017;52140;Colombey-les-Deux-Églises;52140;Colombey-les-Deux-Églises;;;COLOMBEY LES DEUX EGLISES;BIERNES;;;;COLOMBEY LES DEUX EGLISES;BIERNES;
JUILLET 2016;52064;Bourmont-entre-Meuse-et-Mouzon;52064;Bourmont;;;BOURMONT ENTRE MEUSE ET MOUZON;GONAINCOURT;;;;BOURMONT;GONAINCOURT;
FÉVRIER 2016;50639;Villedieu-les-Poêles-Rouffigny;50440;Rouffigny;;;VILLEDIEU LES POELES ROUFFIGNY;ROUFFIGNY;;;;ROUFFIGNY;;
DÉCEMBRE 2016;51564;Val de Livre;51564;Tauxières-Mutry;;;VAL DE LIVRE;TAUXIERES MUTRY;;;;TAUXIERES MUTRY;;
FÉVRIER 2016;50565;Sartilly-Baie-Bocage;50116;Champcey;;;SARTILLY BAIE BOCAGE;CHAMPCEY;;;;CHAMPCEY;;
MAI 2018;51612;Blancs-Coteaux;51651;Voipreux;;;BLANCS COTEAUX;VOIPREUX;;;;VOIPREUX;;
MAI 2018;51612;Blancs-Coteaux;51271;Gionges;;;BLANCS COTEAUX;GIONGES;;;;GIONGES;;
FÉVRIER 2016;50591;Teilleul (Le);50591;Teilleul (Le);;;LE TEILLEUL;;;;;LE TEILLEUL;;
OCTOBRE 2017;51171;Cormicy;51171;Cormicy;;;CORMICY;;;;;CORMICY;;
DÉCEMBRE 2016;50400;Picauville;50400;Picauville;;;PICAUVILLE;AMFREVILLE;;;;PICAUVILLE;AMFREVILLE;
FÉVRIER 2016;50410;Pontorson;50410;Pontorson;;;PONTORSON;CORMERAY;;;;PONTORSON;CORMERAY;
FÉVRIER 2016;50410;Pontorson;50410;Pontorson;;;PONTORSON;MOIDREY;;;;PONTORSON;MOIDREY;
FÉVRIER 2016;50359;Mortain-Bocage;50381;Notre-Dame-du-Touchet;;;MORTAIN BOCAGE;NOTRE DAME DU TOUCHET;;;;NOTRE DAME DU TOUCHET;;
FÉVRIER 2016;50359;Mortain-Bocage;50494;Saint-Jean-du-Corail;;;MORTAIN BOCAGE;ST JEAN DU CORAIL;;;;ST JEAN DU CORAIL;;
DÉCEMBRE 2016;50431;Remilly les Marais;50325;Le Mesnil-Vigot;;;REMILLY LES MARAIS;LE MESNIL VIGOT;;;;LE MESNIL VIGOT;;
DÉCEMBRE 2016;50391;Grandparigny;50133;Chèvreville;;;GRANDPARIGNY;CHEVREVILLE;;;;CHEVREVILLE;;
FÉVRIER 2016;50363;Moyon Villages;50134;Chevry;;;MOYON VILLAGES;CHEVRY;;;;CHEVRY;;
FÉVRIER 2016;50388;Orval sur Sienne;50388;Orval;;;ORVAL SUR SIENNE;ORVAL;;;;ORVAL;;
OCTOBRE 2018;50409;Pont-Hébert;50409;Pont-Hébert;;;PONT HEBERT;;;;;PONT HEBERT;;
FÉVRIER 2016;50564;Terre-et-Marais;50470;Saint-Georges-de-Bohon;;;TERRE ET MARAIS;ST GEORGES DE BOHON;;;;ST GEORGES DE BOHON;;
DÉCEMBRE 2016;50431;Remilly les Marais;50431;Remilly-sur-Lozon;;;REMILLY LES MARAIS;REMILLY SUR LOZON;;;;REMILLY SUR LOZON;;
FÉVRIER 2016;50492;Saint-Jean-d'Elle;50380;Notre-Dame-d'Elle;;;ST JEAN D ELLE;NOTRE DAME D ELLE;;;;NOTRE DAME D ELLE;;
DÉCEMBRE 2016;50487;Saint-James;50640;Villiers-le-Pré;;;ST JAMES;VILLIERS LE PRE;;;;VILLIERS LE PRE;;
DÉCEMBRE 2016;50546;Bourgvallées;50545;Saint-Romphaire;;;BOURGVALLEES;ST ROMPHAIRE;;;;ST ROMPHAIRE;;
DÉCEMBRE 2016;50487;Saint-James;50627;Vergoncey;;;ST JAMES;VERGONCEY;;;;VERGONCEY;;
DÉCEMBRE 2016;50487;Saint-James;50018;Argouges;;;ST JAMES;ARGOUGES;;;;ARGOUGES;;
DÉCEMBRE 2016;50535;Parc (Le);50406;Plomb;;;LE PARC;PLOMB;;;;PLOMB;;
FÉVRIER 2016;50484;Saint-Hilaire-du-Harcouët;50484;Saint-Hilaire-du-Harcouët;;;ST HILAIRE DU HARCOUET;;;;;ST HILAIRE DU HARCOUET;;
FÉVRIER 2016;49023;Beaupréau-en-Mauges;49072;Chapelle-du-Genêt  (La);;;BEAUPREAU EN MAUGES;LA CHAPELLE DU GENET;;;;LA CHAPELLE DU GENET;;
DÉCEMBRE 2016;49050;Brissac Loire Aubance;49050;Brissac-Quincé;;;BRISSAC LOIRE AUBANCE;BRISSAC QUINCE;;;;BRISSAC QUINCE;;
FÉVRIER 2016;49018;Baugé-en-Anjou;49157;Guédeniau (Le);;;BAUGE EN ANJOU;LE GUEDENIAU;;;;LE GUEDENIAU;;
DÉCEMBRE 2016;48146;Gorges du Tarn Causses;48122;Quézac;;;GORGES DU TARN CAUSSES;QUEZAC;;;;QUEZAC;;
FÉVRIER 2016;49021;Beaufort-en-Anjou;49147;Gée;;;BEAUFORT EN ANJOU;GEE;;;;GEE;;
FÉVRIER 2016;49149;Gennes-Val de Loire *;49094;Chênehutte-Trèves-Cunault;;;GENNES VAL DE LOIRE;TREVES CUNAULT;;;;CHENEHUTTE TREVES CUNAULT;TREVES CUNAULT;
FÉVRIER 2016;49149;Gennes-Val de Loire *;49094;Chênehutte-Trèves-Cunault;;;GENNES VAL DE LOIRE;CHENEHUTTE TREVES CUNAULT;;;;CHENEHUTTE TREVES CUNAULT;;
DÉCEMBRE 2016;49050;Brissac Loire Aubance;49318;Saint-Saturnin-sur-Loire;;;BRISSAC LOIRE AUBANCE;ST SATURNIN SUR LOIRE;;;;ST SATURNIN SUR LOIRE;;
DÉCEMBRE 2016;49069;Orée d'Anjou;49270;Saint-Christophe-la-Couperie;;;OREE D ANJOU;ST CHRISTOPHE LA COUPERIE;;;;ST CHRISTOPHE LA COUPERIE;;
FÉVRIER 2016;49092;Chemillé-en-Anjou;49281;Saint-Georges-des-Gardes;;;CHEMILLE EN ANJOU;ST GEORGES DES GARDES;;;;ST GEORGES DES GARDES;;
DÉCEMBRE 2016;49050;Brissac Loire Aubance;49115;Coutures;;;BRISSAC LOIRE AUBANCE;COUTURES;;;;COUTURES;;
DÉCEMBRE 2016;49065;Hauts d'Anjou (Les);49105;Contigné;;;LES HAUTS D ANJOU;CONTIGNE;;;;CONTIGNE;;
DÉCEMBRE 2016;49050;Brissac Loire Aubance;49186;Luigné;;;BRISSAC LOIRE AUBANCE;LUIGNE;;;;LUIGNE;;
FÉVRIER 2016;49092;Chemillé-en-Anjou;49153;Valanjou;;;CHEMILLE EN ANJOU;VALANJOU;;;;VALANJOU;;
DÉCEMBRE 2016;49069;Orée d'Anjou;49172;Landemont;;;OREE D ANJOU;LANDEMONT;;;;LANDEMONT;;
DÉCEMBRE 2016;49200;Longuenée-en-Anjou;49200;Membrolle-sur-Longuenée (La);;;LONGUENEE EN ANJOU;LA MEMBROLLE SUR LONGUENEE;;;;LA MEMBROLLE SUR LONGUENEE;;
FÉVRIER 2016;49218;Montrevault-sur-Èvre;49314;Saint-Quentin-en-Mauges;;;MONTREVAULT SUR EVRE;ST QUENTIN EN MAUGES;;;;ST QUENTIN EN MAUGES;;
DÉCEMBRE 2016;49167;Garennes sur Loire (Les);49167;Juigné-sur-Loire;;;LES GARENNES SUR LOIRE;JUIGNE SUR LOIRE;;;;JUIGNE SUR LOIRE;;
DÉCEMBRE 2016;49183;Val d’Erdre-Auxence;49108;La Cornuaille;;;VAL D ERDRE AUXENCE;LA CORNUAILLE;;;;LA CORNUAILLE;;
FÉVRIER 2016;49163;Jarzé Villages;49185;Lué-en-Baugeois;;;JARZE VILLAGES;LUE EN BAUGEOIS;;;;LUE EN BAUGEOIS;;
FÉVRIER 2016;49163;Jarzé Villages;49163;Jarzé;;;JARZE VILLAGES;JARZE;;;;JARZE;;
FÉVRIER 2016;49194;Mazé-Milon;49194;Mazé;;;MAZE MILION;MAZE;;;;MAZE;;
DÉCEMBRE 2016;50273;Montsenelle;50415;Prétot-Sainte-Suzanne;;;MONTSENELLE;STE SUZANNE EN BAUPTOIS;;;;PRETOT STE SUZANNE;STE SUZANNE EN BAUPTOIS;
DÉCEMBRE 2016;50400;Picauville;50400;Picauville;;;PICAUVILLE;GOURBESVILLE;;;;PICAUVILLE;GOURBESVILLE;
DÉCEMBRE 2016;50400;Picauville;50400;Picauville;;;PICAUVILLE;HOUTTEVILLE;;;;PICAUVILLE;HOUTTEVILLE;
OCTOBRE 2018;50409;Pont-Hébert;50248;Le Hommet-d'Arthenay;;;PONT HEBERT;LE HOMMET D ARTHENAY;;;;LE HOMMET D ARTHENAY;;
FÉVRIER 2016;50393;Percy-en-Normandie;50128;Chefresne (Le);;;PERCY EN NORMANDIE;LE CHEFRESNE;;;;LE CHEFRESNE;;
